index,County,(To sort by county and year),(To sort by year and county),Year,State and County FIPS Code,Total Actual Costs,Total Standardized Costs,Total Standardized Risk-Adjusted Costs,Actual Per Capita Costs,Standardized Per Capita Costs,Standardized Risk-Adjusted Per Capita Costs,IP Actual Costs,IP Actual Costs as % of Total Actual Costs,IP Per Capita Actual Costs,IP Per User Actual Costs,IP Standardized Costs,IP Standardized Costs as % of Total Standardized Costs,IP Per Capita Standardized Costs,IP Per User Standardized Costs,IP Users (with a covered stay),% of Beneficiaries Using IP,IP Covered Stays Per 1000 Beneficiaries,IP Covered Days Per 1000 Beneficiaries,PAC: LTCH Actual Costs,PAC: LTCH Actual Costs as % of Total Actual Costs,PAC: LTCH Per Capita Actual Costs,PAC: LTCH Per User Actual Costs,PAC: LTCH Standardized Costs,PAC: LTCH Standardized Costs as % of Total Standardized Costs,PAC: LTCH Per Capita Standardized Costs,PAC: LTCH Per User Standardized Costs,# PAC: LTCH Users (with a covered stay),% of Beneficiaries Using PAC: LTCH,PAC: LTCH Covered Stays Per 1000 Beneficiaries,PAC: LTCH Covered Days Per 1000 Beneficiaries,PAC: IRF Actual Costs,PAC: IRF Actual Costs as % of Total Actual Costs,PAC: IRF Per Capita Actual Costs,PAC: IRF Per User Actual Costs,PAC: IRF Standardized Costs,PAC: IRF Standardized Costs as % of Total Standardized Costs,PAC: IRF Per Capita Standardized Costs,PAC: IRF Per User Standardized Costs,# PAC: IRF Users (with a covered stay),% of Beneficiaries Using PAC: IRF,PAC: IRF Covered Stays Per 1000 Beneficiaries,PAC: IRF Covered Days Per 1000 Beneficiaries,PAC: SNF Actual Costs,PAC: SNF Actual Costs as % of Total Actual Costs,PAC: SNF Per Capita Actual Costs,PAC: SNF Per User Actual Costs,PAC: SNF Standardized Costs,PAC: SNF Standardized Costs as % of Total Standardized Costs,PAC: SNF Per Capita Standardized Costs,PAC: SNF Per User Standardized Costs,# PAC: SNF Users (with a covered stay),% of Beneficiaries Using PAC: SNF,PAC: SNF Covered Stays Per 1000 Beneficiaries,PAC: SNF Covered Days Per 1000 Beneficiaries,PAC: HH Actual Costs,PAC: HH Actual Costs as % of Total Actual Costs,PAC: HH Per Capita Actual Costs,PAC: HH Per User Actual Costs,PAC: HH Standardized Costs,PAC: HH Standardized Costs as % of Total Standardized Costs,PAC: HH Per Capita Standardized Costs,PAC: HH Per User Standardized Costs,# PAC: HH Users,% of Beneficiaries Using PAC: HH,PAC: HH Episodes Per 1000 Beneficiaries,PAC: HH Visits Per 1000 Beneficiaries,Hospice Actual Costs,Hospice Actual Costs as % of Total Actual Costs,Hospice Per Capita Actual Costs,Hospice Per User Actual Costs,Hospice Standardized Costs,Hospice Standardized Costs as % of Total Standardized Costs,Hospice Per Capita Standardized Costs,Hospice Per User Standardized Costs,# Hospice Users (with a covered stay),% of Beneficiaries Using Hospice,Hospice Covered Stays Per 1000 Beneficiaries,Hospice Covered Days Per 1000 Beneficiaries,OP Actual Costs,OP Actual Costs as % of Total Actual Costs,OP Per Capita Actual Costs,OP Per User Actual Costs,OP Standardized Costs,OP Standardized Costs as % of Total Standardized Costs,OP Per Capita Standardized Costs,OP Per User Standardized Costs,# OP Users,% of Beneficiaries Using OP,OP Visits Per 1000 Beneficiaries,FQHC/RHC Actual Costs,FQHC/RHC Actual Costs as % of Total Actual Costs,FQHC/RHC Per Capita Actual Costs,FQHC/RHC Per User Actual Costs,FQHC/RHC Standardized Costs,FQHC/RHC Standardized Costs as % of Total Standardized Costs,FQHC/RHC Per Capita Standardized Costs,FQHC/RHC Per User Standardized Costs,# FQHC/RHC Users,% of Beneficiaries Using FQHC/RHC,FQHC/RHC Visits Per 1000 Beneficiaries,Outpatient Dialysis Facility Actual Costs,Outpatient Dialysis Facility Actual Costs as % of Total Actual Costs,Outpatient Dialysis Facility Per Capita Actual Costs,Outpatient Dialysis Facility Per User Actual Costs,Outpatient Dialysis Facility Standardized Costs,Outpatient Dialysis Facility Standardized Costs as % of Total Standardized Costs,Outpatient Dialysis Facility Per Capita Standardized Costs,Outpatient Dialysis Facility Per User Standardized Costs,# Outpatient Dialysis Facility Users,% of Beneficiaries Using Outpatient Dialysis Facility,Outpatient Dialysis Facility Events Per 1000 Beneficiaries,ASC Actual Costs,ASC Actual Costs as % of Total Actual Costs,ASC Per Capita Actual Costs,ASC Per User Actual Costs,ASC Standardized Costs,ASC Standardized Costs as % of Total Standardized Costs,ASC Per Capita Standardized Costs,ASC Per User Standardized Costs,# ASC Users,% of Beneficiaries Using ASC,ASC Events Per 1000 Beneficiaries,E&M Actual Costs,E&M Actual Costs as % of Total Actual Costs,E&M Per Capita Actual Costs,E&M Per User Actual Costs,E&M Standardized Costs,E&M Standardized Costs as % of Total Standardized Costs,E&M Per Capita Standardized Costs,E&M Per User Standardized Costs,# E&M Users,% of Beneficiaries Using E&M,E&M Events Per 1000 Beneficiaries,Procedures Actual Costs,Procedures Actual Costs as % of Total Actual Costs,Procedures Per Capita Actual Costs,Procedures Per User Actual Costs,Procedures Standardized Costs,Procedures Standardized Costs as % of Total Standardized Costs,Procedures Per Capita Standardized Costs,Procedures Per User Standardized Costs,# Procedure Users,% of Beneficiaries Using Procedures,Procedure Events Per 1000 Beneficiaries,Imaging Actual Costs,Imaging Actual Costs as % of Total Actual Costs,Imaging Per Capita Actual Costs,Imaging Per User Actual Costs,Imaging Standardized Costs,Imaging Standardized Costs as % of Total Standardized Costs,Imaging Per Capita Standardized Costs,Imaging Per User Standardized Costs,# Imaging Users,% of Beneficiaries Using Imaging,Imaging Events Per 1000 Beneficiaries,DME Actual Costs,DME Actual Costs as % of Total Actual Costs,DME Per Capita Actual Costs,DME Per User Actual Costs,DME Standardized Costs,DME Standardized Costs as % of Total Standardized Costs,DME Per Capita Standardized Costs,DME Per User Standardized Costs,# DME Users,% of Beneficiaries Using DME,DME Events Per 1000 Beneficiaries,Tests Actual Costs,Tests Actual Costs as % of Total Actual Costs,Tests Per Capita Actual Costs,Tests Per User Actual Costs,Tests Standardized Costs,Tests Standardized Costs as % of Total Standardized Costs,Tests Per Capita Standardized Costs,Tests Per User Standardized Costs,# Test Users,% of Beneficiaries Using Tests,Test Events Per 1000 Beneficiaries,Part B Drugs Actual Costs,Part B Drugs Actual Costs as % of Total Actual Costs,Part B Drugs Per Capita Actual Costs,Part B Drugs Per User Actual Costs,Part B Drugs Standardized Costs,Part B Drugs Standardized Costs as % of Total Standardized Costs,Part B Drugs Per Capita Standardized Costs,Part B Drugs Per User Standardized Costs,# Part B Drugs Users,% of Beneficiaries Using Part B Drugs,Ambulance Actual Costs,Ambulance Actual Costs as % of Total Actual Costs,Ambulance Per Capita Actual Costs,Ambulance Per User Actual Costs,Ambulance Standardized Costs,Ambulance Standardized Costs as % of Total Standardized Costs,Ambulance Per Capita Standardized Costs,Ambulance Per User Standardized Costs,# Ambulance Users,% of Beneficiaries Using Ambulance,Ambulance Events Per 1000 Beneficiaries,Number of Acute Hospital Readmissions,Hospital Readmission Rate,Emergency Department Visits,Emergency Department Visits per 1000 Beneficiaries
238,YAKIMA,530772012.0,201253077.0,2012,53077,$222068672.00,$202201942.00,$235117107.00,$8088.00,$7364.00,$8563.00,$82979269.00,37.4%,$3022.00,$16091.00,$65576112.00,32.4%,$2388.00,$12716.00,"* 5,157",18.8%,286,1218,$1057865.00,0.5%,$39.00,$66117.00,$942957.00,0.5%,$34.00,$58935.00,16.0,0.1%,1.0,24.0,$3548907.00,1.6%,$129.00,$18107.00,$3342609.00,1.7%,$122.00,$17054.00,196.0,0.7%,7.0,84.0,$18019195.00,8.1%,$656.00,$14358.00,$17853179.00,8.8%,$650.00,$14226.00,1255,4.6%,58,1639,$6242474.00,2.8%,$227.00,$4181.00,$6136466.00,3%,$223.00,$4110.00,1493.0,5.4%,76.0,1212.0,$5569061.00,2.5%,$203.00,$8412.00,$5394798.00,2.7%,$196.00,$8149.00,662.0,2.4%,25.0,1243.0,$35396117.00,15.9%,$1289.00,$1907.00,$32783674.00,16.2%,$1194.00,$1766.00,18562,67.6%,4687,$3408058.00,1.5%,$124.00,$487.00,$3358207.00,1.7%,$122.00,$479.00,7004,25.5%,1154,$5778695.00,2.6%,$210.00,$25016.00,$5686657.00,2.8%,$207.00,$24618.00,231.0,0.8%,"* 1,222",$3227394.00,1.5%,$118.00,$808.00,$3195626.00,1.6%,116.38,799.71,3996,14.5%,255,$17544665.00,7.9%,$639.00,$751.00,$18192766.00,9%,$663.00,$778.00,23374,85.1%,9628,$13017710.00,5.9%,$474.00,$883.00,$13240382.00,6.6%,$482.00,$898.00,14747,53.7%,3878,$3523231.00,1.6%,$128.00,$204.00,$3533802.00,1.8%,$129.00,$204.00,17292,63%,2978,$6234287.00,2.8%,$227.00,$761.00,$6323814.00,3.1%,$230.00,$772.00,8194,29.8%,2100,$6283972.00,2.8%,$229.00,$291.00,$6361992.00,3.2%,$232.00,$295.00,21591,78.6%,8929,$5891866.00,2.7%,$215.00,$495.00,$5932255.00,2.9%,$216.00,$498.00,11914,43.4%,$2561783.00,1.2%,$93.00,$834.00,$2557803.00,1.3%,$93.00,$833.00,3070,11.2%,252,1347.0,17.2%,21794,794
239,STATE TOTAL,0.0,2013.0,2013,.,$5766934966.00,$5199783945.00,$6125770642.00,$7999.00,$7212.00,$8497.00,$2038087040.00,35.3%,$2827.00,$18936.00,$1582672362.00,30.4%,$2195.00,$14705.00,"* 107,629",14.9%,223,1091,$30622523.00,0.5%,$42.00,$57025.00,$29205698.00,0.6%,$41.00,$54387.00,537.0,0.1%,1.0,25.0,$78066414.00,1.4%,$108.00,$20986.00,$70030536.00,1.4%,$97.00,$18825.00,3720.0,0.5%,6.0,68.0,$511704420.00,8.9%,$710.00,$16729.00,$480826522.00,9.3%,$667.00,$15719.00,30588,4.2%,55,1481,$182152936.00,3.2%,$253.00,$4490.00,$170601242.00,3.3%,$237.00,$4206.00,40565.0,5.6%,86.0,1206.0,$161483159.00,2.8%,$224.00,$9939.00,$148782497.00,2.9%,$206.00,$9158.00,16247.0,2.3%,24.0,1299.0,$923151700.00,16%,$1280.00,$2029.00,$853143165.00,16.4%,$1183.00,$1875.00,455091,63.1%,4361,$61035224.00,1.1%,$85.00,$491.00,$62332798.00,1.2%,$86.00,$501.00,124346,17.3%,804,$141749765.00,2.5%,$197.00,$24908.00,$133912288.00,2.6%,$186.00,$23531.00,5691.0,0.8%,"* 1,044",$75115953.00,1.3%,$104.00,$868.00,$73511707.00,1.4%,101.97,849.89,86496,12%,190,$483812789.00,8.4%,$671.00,$805.00,$502905576.00,9.7%,$698.00,$837.00,601192,83.4%,9759,$373991246.00,6.5%,$519.00,$940.00,$378140898.00,7.3%,$525.00,$951.00,397719,55.2%,4042,$124118146.00,2.2%,$172.00,$276.00,$124059900.00,2.4%,$172.00,$276.00,449156,62.3%,3249,$127319439.00,2.2%,$177.00,$695.00,$135023038.00,2.6%,$187.00,$737.00,183265,25.4%,1535,$128634582.00,2.2%,$178.00,$248.00,$130541599.00,2.5%,$181.00,$251.00,519598,72.1%,7292,$194156138.00,3.4%,$269.00,$572.00,$195269698.00,3.8%,$271.00,$575.00,339315,47.1%,$72305266.00,1.3%,$100.00,$901.00,$67792792.00,1.3%,$94.00,$844.00,80283,11.1%,264,25102.0,15.9%,415108,576
240,ADAMS,530012013.0,201353001.0,2013,53001,$9639425.00,$8490660.00,$11192282.00,$7167.00,$6313.00,$8321.00,$3043492.00,31.6%,$2263.00,$18558.00,$2356907.00,27.8%,$1752.00,$14371.00,* 164,12.2%,169,744,,,,,,,,,0.0,0%,0.0,0.0,$179173.00,1.9%,$133.00,$16288.00,$167024.00,2%,$124.00,$15184.00,11.0,0.8%,8.0,74.0,$843286.00,8.8%,$627.00,$18740.00,$817247.00,9.6%,$608.00,$18161.00,45,3.4%,41,1039,$141988.00,1.5%,$106.00,$3463.00,$136055.00,1.6%,$101.00,$3318.00,41.0,3.1%,42.0,514.0,$172002.00,1.8%,$128.00,$6143.00,$168074.00,2%,$125.00,$6003.00,28.0,2.1%,21.0,789.0,$1791713.00,18.6%,$1332.00,$2177.00,$1358278.00,16%,$1010.00,$1650.00,823,61.2%,2972,$337883.00,3.5%,$251.00,$510.00,$342397.00,4%,$255.00,$516.00,663,49.3%,2317,,,,,,,,,,,,$166985.00,1.7%,$124.00,$933.00,$172787.00,2%,128.47,965.29,179,13.3%,214,$597126.00,6.2%,$444.00,$561.00,$628423.00,7.4%,$467.00,$590.00,1065,79.2%,6599,$618246.00,6.4%,$460.00,$909.00,$644955.00,7.6%,$480.00,$948.00,680,50.6%,2840,$224050.00,2.3%,$167.00,$267.00,$229002.00,2.7%,$170.00,$273.00,840,62.5%,2857,$276789.00,2.9%,$206.00,$650.00,$289367.00,3.4%,$215.00,$679.00,426,31.7%,1850,$251412.00,2.6%,$187.00,$244.00,$257245.00,3%,$191.00,$249.00,1032,76.7%,8801,$510197.00,5.3%,$379.00,$928.00,$511200.00,6%,$380.00,$929.00,550,40.9%,$84932.00,0.9%,$63.00,$1389.00,$33080.00,0.4%,$25.00,$541.00,61,4.6%,71,36.0,16.4%,591,439
241,ASOTIN,530032013.0,201353003.0,2013,53003,$37005357.00,$34484314.00,$40211574.00,$8336.00,$7768.00,$9059.00,$12989950.00,35.1%,$2926.00,$19862.00,$10344148.00,30%,$2330.00,$15817.00,* 654,14.7%,210,1029,,,,,,,,,,,,,$242749.00,0.7%,$55.00,$22068.00,$224192.00,0.7%,$51.00,$20381.00,11.0,0.3%,2.0,42.0,$3431827.00,9.3%,$773.00,$14007.00,$3729922.00,10.8%,$840.00,$15224.00,245,5.5%,74,1928,$517515.00,1.4%,$117.00,$3545.00,$559918.00,1.6%,$126.00,$3835.00,146.0,3.3%,50.0,697.0,$450415.00,1.2%,$101.00,$9792.00,$460163.00,1.3%,$104.00,$10004.00,46.0,1%,11.0,662.0,$9331986.00,25.2%,$2102.00,$2754.00,$8633114.00,25%,$1945.00,$2547.00,3389,76.4%,6073,$105160.00,0.3%,$24.00,$429.00,$113468.00,0.3%,$26.00,$463.00,245,5.5%,269,$528817.00,1.4%,$119.00,$22034.00,$535976.00,1.6%,$121.00,$22332.00,24.0,0.5%,* 624,$627148.00,1.7%,$141.00,$969.00,$674335.00,2%,151.91,1042.25,647,14.6%,279,$2282944.00,6.2%,$514.00,$589.00,$2507610.00,7.3%,$565.00,$646.00,3879,87.4%,8592,$2472153.00,6.7%,$557.00,$919.00,$2641976.00,7.7%,$595.00,$983.00,2689,60.6%,4568,$571842.00,1.6%,$129.00,$187.00,$612105.00,1.8%,$138.00,$200.00,3066,69.1%,3909,$895591.00,2.4%,$202.00,$686.00,$931372.00,2.7%,$210.00,$713.00,1306,29.4%,2034,$728459.00,2%,$164.00,$219.00,$754892.00,2.2%,$170.00,$226.00,3333,75.1%,7768,$840801.00,2.3%,$189.00,$399.00,$854906.00,2.5%,$193.00,$406.00,2106,47.4%,$504193.00,1.4%,$114.00,$1040.00,$402600.00,1.2%,$91.00,$830.00,485,10.9%,251,132.0,14.6%,4061,915
242,BENTON,530052013.0,201353005.0,2013,53005,$184650635.00,$176547539.00,$207905600.00,$8179.00,$7820.00,$9209.00,$60587547.00,32.8%,$2684.00,$17340.00,$50237520.00,28.5%,$2225.00,$14378.00,"* 3,494",15.5%,238,1072,$1190187.00,0.6%,$53.00,$56676.00,$1207267.00,0.7%,$53.00,$57489.00,21.0,0.1%,1.0,30.0,$4964539.00,2.7%,$220.00,$16716.00,$4915391.00,2.8%,$218.00,$16550.00,297.0,1.3%,14.0,129.0,$12444833.00,6.7%,$551.00,$15693.00,$12979777.00,7.4%,$575.00,$16368.00,793,3.5%,47,1376,$5244713.00,2.8%,$232.00,$4704.00,$5439407.00,3.1%,$241.00,$4878.00,1115.0,4.9%,80.0,1262.0,$4490953.00,2.4%,$199.00,$9054.00,$4511893.00,2.6%,$200.00,$9097.00,496.0,2.2%,23.0,1259.0,$29217600.00,15.8%,$1294.00,$1718.00,$28471987.00,16.1%,$1261.00,$1674.00,17004,75.3%,5790,$895079.00,0.5%,$40.00,$431.00,$897371.00,0.5%,$40.00,$432.00,2075,9.2%,365,$3588295.00,1.9%,$159.00,$23764.00,$3586450.00,2%,$159.00,$23751.00,151.0,0.7%,* 874,$3485994.00,1.9%,$154.00,$904.00,$3618188.00,2.1%,160.26,938.57,3855,17.1%,300,$18088586.00,9.8%,$801.00,$900.00,$19196617.00,10.9%,$850.00,$955.00,20102,89%,11937,$14304628.00,7.8%,$634.00,$1047.00,$14954319.00,8.5%,$662.00,$1094.00,13669,60.5%,5060,$3316067.00,1.8%,$147.00,$217.00,$3389037.00,1.9%,$150.00,$222.00,15262,67.6%,3440,$4630510.00,2.5%,$205.00,$713.00,$4812661.00,2.7%,$213.00,$741.00,6491,28.7%,1640,$6102760.00,3.3%,$270.00,$327.00,$6239341.00,3.5%,$276.00,$334.00,18687,82.8%,10834,$8572963.00,4.6%,$380.00,$751.00,$8622287.00,4.9%,$382.00,$756.00,11411,50.5%,$2164085.00,1.2%,$96.00,$965.00,$2091140.00,1.2%,$93.00,$932.00,2243,9.9%,255,940.0,17.8%,15673,694
243,CHELAN,530072013.0,201353007.0,2013,53007,$69827252.00,$64038533.00,$85781101.00,$7870.00,$7217.00,$9668.00,$24435608.00,35%,$2754.00,$18127.00,$19404596.00,30.3%,$2187.00,$14395.00,"* 1,348",15.2%,210,998,,,,,,,,,,,,,$573393.00,0.8%,$65.00,$20478.00,$533398.00,0.8%,$60.00,$19050.00,28.0,0.3%,3.0,41.0,$5385518.00,7.7%,$607.00,$14595.00,$5351741.00,8.4%,$603.00,$14503.00,369,4.2%,51,1073,$1670973.00,2.4%,$188.00,$3617.00,$1673668.00,2.6%,$189.00,$3623.00,462.0,5.2%,76.0,914.0,$1323913.00,1.9%,$149.00,$6018.00,$1279111.00,2%,$144.00,$5814.00,220.0,2.5%,26.0,923.0,$16122865.00,23.1%,$1817.00,$2381.00,$15131401.00,23.6%,$1705.00,$2234.00,6772,76.3%,6279,$4182278.00,6%,$471.00,$650.00,$4323511.00,6.8%,$487.00,$672.00,6438,72.6%,4216,$1218580.00,1.8%,$137.00,$24372.00,$1201074.00,1.9%,$135.00,$24021.00,50.0,0.6%,* 685,$205157.00,0.3%,$23.00,$844.00,$203232.00,0.3%,22.9,836.35,243,2.7%,40,$3467645.00,5%,$391.00,$495.00,$3658655.00,5.7%,$412.00,$522.00,7008,79%,6084,$4219358.00,6%,$476.00,$895.00,$4312767.00,6.7%,$486.00,$915.00,4716,53.2%,3211,$1210997.00,1.7%,$136.00,$222.00,$1240305.00,1.9%,$140.00,$228.00,5450,61.4%,2907,$1920535.00,2.8%,$216.00,$743.00,$1990959.00,3.1%,$224.00,$770.00,2585,29.1%,1904,$1345612.00,1.9%,$152.00,$195.00,$1380917.00,2.2%,$156.00,$201.00,6884,77.6%,8807,$486771.00,0.7%,$55.00,$170.00,$501300.00,0.8%,$57.00,$175.00,2861,32.2%,$866676.00,1.2%,$98.00,$1014.00,$658605.00,1%,$74.00,$771.00,855,9.6%,200,217.0,12%,4856,547
244,CLALLAM,530092013.0,201353009.0,2013,53009,$131178782.00,$120581631.00,$163592544.00,$6701.00,$6160.00,$8357.00,$44049611.00,33.6%,$2250.00,$17791.00,$35339173.00,29.3%,$1805.00,$14273.00,"* 2,476",12.7%,175,796,,,,,,,,,,,,,$629726.00,0.5%,$32.00,$26239.00,$546101.00,0.4%,$28.00,$22754.00,24.0,0.1%,1.0,22.0,$13047140.00,10%,$667.00,$17848.00,$12554007.00,10.4%,$641.00,$17174.00,731,3.7%,46,1502,$3605114.00,2.8%,$184.00,$3690.00,$3531556.00,2.9%,$180.00,$3615.00,977.0,5%,70.0,852.0,$1598863.00,1.2%,$82.00,$7687.00,$1530242.00,1.3%,$78.00,$7357.00,208.0,1.1%,11.0,503.0,$27750633.00,21.2%,$1418.00,$1714.00,$26060771.00,21.6%,$1331.00,$1609.00,16195,82.7%,6761,$3177947.00,2.4%,$162.00,$466.00,$3429253.00,2.8%,$175.00,$503.00,6823,34.9%,1779,$1354189.00,1%,$69.00,$21842.00,$1330452.00,1.1%,$68.00,$21459.00,62.0,0.3%,* 443,$2077655.00,1.6%,$106.00,$1035.00,$2093985.00,1.7%,106.97,1042.82,2008,10.3%,173,$9963313.00,7.6%,$509.00,$599.00,$10517263.00,8.7%,$537.00,$632.00,16643,85%,8153,$8907343.00,6.8%,$455.00,$834.00,$9020164.00,7.5%,$461.00,$845.00,10680,54.6%,3088,$2042210.00,1.6%,$104.00,$165.00,$2058672.00,1.7%,$105.00,$166.00,12371,63.2%,2856,$2987825.00,2.3%,$153.00,$608.00,$3118339.00,2.6%,$159.00,$634.00,4918,25.1%,1459,$2021635.00,1.5%,$103.00,$169.00,$2045908.00,1.7%,$105.00,$171.00,11989,61.3%,3280,$3504741.00,2.7%,$179.00,$375.00,$3544274.00,2.9%,$181.00,$379.00,9343,47.7%,$2564322.00,2%,$131.00,$1179.00,$1964156.00,1.6%,$100.00,$903.00,2175,11.1%,270,445.0,13.3%,9786,500
245,CLARK,530112013.0,201353011.0,2013,53011,$245535592.00,$220572896.00,$241488901.00,$8057.00,$7238.00,$7925.00,$97726265.00,39.8%,$3207.00,$18950.00,$75866101.00,34.4%,$2490.00,$14711.00,"* 5,157",16.9%,271,1283,$2374598.00,1%,$78.00,$64178.00,$2165387.00,1%,$71.00,$58524.00,37.0,0.1%,1.0,41.0,$2090362.00,0.9%,$69.00,$25185.00,$1738952.00,0.8%,$57.00,$20951.00,83.0,0.3%,3.0,40.0,$19070110.00,7.8%,$626.00,$15721.00,$17377299.00,7.9%,$570.00,$14326.00,1213,4%,54,1331,$8824241.00,3.6%,$290.00,$4875.00,$8001031.00,3.6%,$263.00,$4420.00,1810.0,5.9%,99.0,1356.0,$8034767.00,3.3%,$264.00,$10018.00,$7234442.00,3.3%,$237.00,$9021.00,802.0,2.6%,27.0,1502.0,$29571294.00,12%,$970.00,$1733.00,$28189137.00,12.8%,$925.00,$1652.00,17068,56%,3699,$455377.00,0.2%,$15.00,$294.00,$433623.00,0.2%,$14.00,$280.00,1548,5.1%,160,$6909809.00,2.8%,$227.00,$26273.00,$6403293.00,2.9%,$210.00,$24347.00,263.0,0.9%,"* 1,175",$2836229.00,1.2%,$93.00,$851.00,$2701626.00,1.2%,88.66,811.06,3331,10.9%,159,$21805609.00,8.9%,$716.00,$878.00,$23162275.00,10.5%,$760.00,$933.00,24834,81.5%,10428,$14576665.00,5.9%,$478.00,$881.00,$14917147.00,6.8%,$490.00,$902.00,16547,54.3%,3920,$5224376.00,2.1%,$171.00,$282.00,$5320258.00,2.4%,$175.00,$287.00,18544,60.9%,3274,$5432857.00,2.2%,$178.00,$702.00,$5897626.00,2.7%,$194.00,$762.00,7738,25.4%,1600,$6222511.00,2.5%,$204.00,$281.00,$6393114.00,2.9%,$210.00,$289.00,22145,72.7%,8901,$9272893.00,3.8%,$304.00,$669.00,$9317195.00,4.2%,$306.00,$673.00,13854,45.5%,$3285919.00,1.3%,$108.00,$842.00,$3611324.00,1.6%,$119.00,$925.00,3904,12.8%,314,1503.0,18.3%,19199,630
246,COLUMBIA,530132013.0,201353013.0,2013,53013,$7632629.00,$6925519.00,$8575072.00,$7572.00,$6871.00,$8507.00,$2183278.00,28.6%,$2166.00,$16172.00,$1912121.00,27.6%,$1897.00,$14164.00,* 135,13.4%,194,716,,,,,,,,,,,,,,,,,,,,,,,,,$915463.00,12%,$908.00,$20344.00,$904021.00,13.1%,$897.00,$20089.00,45,4.5%,55,814,$112210.00,1.5%,$111.00,$3400.00,$109521.00,1.6%,$109.00,$3319.00,33.0,3.3%,47.0,616.0,,,,,,,,,,,,,$2065716.00,27.1%,$2049.00,$2621.00,$1648480.00,23.8%,$1635.00,$2092.00,788,78.2%,7777,$395017.00,5.2%,$392.00,$652.00,$391453.00,5.7%,$388.00,$646.00,606,60.1%,3085,,,,,,,,,,,,$57242.00,0.8%,$57.00,$1080.00,$58639.00,0.9%,58.17,1106.39,53,5.3%,97,$431604.00,5.7%,$428.00,$531.00,$459582.00,6.6%,$456.00,$565.00,813,80.7%,6774,$378593.00,5%,$376.00,$823.00,$387877.00,5.6%,$385.00,$843.00,460,45.6%,2264,$87472.00,1.2%,$87.00,$147.00,$89221.00,1.3%,$89.00,$149.00,597,59.2%,2603,$210077.00,2.8%,$208.00,$799.00,$218216.00,3.2%,$216.00,$830.00,263,26.1%,1944,$97417.00,1.3%,$97.00,$159.00,$98816.00,1.4%,$98.00,$161.00,612,60.7%,3606,$186813.00,2.5%,$185.00,$619.00,$188242.00,2.7%,$187.00,$623.00,302,30%,$124781.00,1.6%,$124.00,$1302.00,$73520.00,1.1%,$73.00,$767.00,96,9.5%,197,25.0,13%,580,575
247,COWLITZ,530152013.0,201353015.0,2013,53015,$94943102.00,$85502372.00,$91092023.00,$8553.00,$7702.00,$8206.00,$36752670.00,38.7%,$3311.00,$19717.00,$27814301.00,32.5%,$2506.00,$14922.00,"* 1,864",16.8%,252,1294,,,,,,,,,,,,,$605971.00,0.6%,$55.00,$26347.00,$521754.00,0.6%,$47.00,$22685.00,23.0,0.2%,2.0,30.0,$7658422.00,8.1%,$690.00,$17095.00,$7622650.00,8.9%,$687.00,$17015.00,448,4%,52,1635,$2898299.00,3.1%,$261.00,$4243.00,$2889799.00,3.4%,$260.00,$4231.00,683.0,6.2%,104.0,1405.0,$3086606.00,3.3%,$278.00,$8187.00,$2998156.00,3.5%,$270.00,$7953.00,377.0,3.4%,35.0,1554.0,$18546867.00,19.5%,$1671.00,$2284.00,$17672329.00,20.7%,$1592.00,$2176.00,8121,73.2%,7499,$386750.00,0.4%,$35.00,$344.00,$384382.00,0.4%,$35.00,$342.00,1123,10.1%,387,$2405285.00,2.5%,$217.00,$25319.00,$2357707.00,2.8%,$212.00,$24818.00,95.0,0.9%,"* 1,265",$733547.00,0.8%,$66.00,$1016.00,$728264.00,0.9%,65.6,1008.68,722,6.5%,98,$7052754.00,7.4%,$635.00,$759.00,$7496955.00,8.8%,$675.00,$807.00,9291,83.7%,10001,$4821008.00,5.1%,$434.00,$817.00,$4921398.00,5.8%,$443.00,$834.00,5902,53.2%,3397,$1564184.00,1.7%,$141.00,$220.00,$1585780.00,1.8%,$143.00,$223.00,7120,64.1%,3199,$2709771.00,2.9%,$244.00,$820.00,$2817974.00,3.3%,$254.00,$853.00,3304,29.8%,2100,$1416377.00,1.5%,$128.00,$198.00,$1443712.00,1.7%,$130.00,$202.00,7159,64.5%,5218,$1620901.00,1.7%,$146.00,$382.00,$1636128.00,1.9%,$147.00,$386.00,4239,38.2%,$1401693.00,1.5%,$126.00,$945.00,$1365628.00,1.6%,$123.00,$920.00,1484,13.4%,339,450.0,16.1%,7755,699
